date,bias,dgs10,rsi14,dca_mult,dca_amount,pct,avg_score,suggest_lump,note,ts
2026-09-18,9.998997627072253,5.01,,0.8,8.0,1.3210286364369583,0.0,0,,2026-09-18T11:40:42.966080
